userName,score,content,at,intent
Jhon Dave,5,menyenangkan...,2026-02-17 17:29:49,Unlabeled/Noise
Raya Zakia,5,"tiktok lite bagus tapi tolong beri ""live"" tapi dari folowers 50 tolong..",2026-02-17 17:28:31,Praise & Gratitude
Wayan Srianti,5,aku suka sekali,2026-02-17 17:27:40,Praise & Gratitude
Ahmad Al madani,5,mantap sekali followers saya sudah banyak,2026-02-17 17:25:45,Praise & Gratitude
Pintor Hutabarat,5,bagus banget,2026-02-17 17:25:11,Praise & Gratitude
Fina Agustina,1,"tiktok shop nya tidak muncul, sudah install ulang dan hapus change ttep gak muncul tiktok shop ny, gak ada solusi lain dari cs nya",2026-02-17 17:24:50,Feature Complaint/Request
Rizal Mahendra,1,akun tiba tiba ditangguhkan,2026-02-17 17:22:17,Account Issue
Tuti Sumyati,1,"knpa gaada tktk shop, trus gbisa msuk dftar, trus loading dari tdi,pdhal internet ada tpi tulisan nya tida ada jaringan internet, gmna yaa ini",2026-02-17 17:22:14,Performance Issue
Imawi Babe,5,Sangat bagus aku suka aplikasi ini,2026-02-17 17:21:53,Praise & Gratitude
Citra,5,tiktok kamu banyak kenangan dari aku kenal kamu sekarang aku udah gk bisa nge download kamu lagi karena kamu udah gk berfungsi lagi di perangkatku,2026-02-17 17:19:35,Performance Issue
Natasya Rusmana,5,adain potongan harga plis di tiktok aku,2026-02-17 17:18:11,Monetization/Earning
Cjdw Tkt,5,muachh makasih tik tok,2026-02-17 17:17:02,Unlabeled/Noise
kpa uptalkeldpu,5,Ok,2026-02-17 17:15:52,Unlabeled/Noise
Sinta,5,bagus sekali,2026-02-17 17:15:34,Praise & Gratitude
Goodday Susu,5,kerja bagus,2026-02-17 17:15:34,Praise & Gratitude
Antonio Riveldi,5,mantap,2026-02-17 17:14:34,Praise & Gratitude
Marsya aulia Putri,4,komen nya gabisa di buka loading terus gabisa pake wifi padahal jaringan lancar hrus pake kuata tolong min solusinya,2026-02-17 17:14:31,Performance Issue
Putri Aisyah,5,sukaa bgt ni app,2026-02-17 17:13:34,Praise & Gratitude
Dzakira Tunisa guntara,4,"bagus,tapi kadang nge bug anying",2026-02-17 17:12:52,Technical Bug/Crash
Abdi Adam,5,seru,2026-02-17 17:12:23,Praise & Gratitude
Kusnandi Kusnandi,5,mengurangi rasa membosankan,2026-02-17 17:11:37,Unlabeled/Noise
Azkia Cantik,1,"wifi saya normal,knp kagak bisa njir gatau benci aja sama aplikasi ini minta solusi tetep aja gabisa tuh solusinya kaya gabeguna gitu benci",2026-02-17 17:11:31,Account Issue
RENO DONARA,1,where is the comment,2026-02-17 17:10:18,Unlabeled/Noise
Jacko Seran bria,4,bagus tapi aku baru update terus baru main 1 hari update lagi tolong ini kenapa sih,2026-02-17 17:09:41,Performance Issue
Nur Fahmi,5,bagussss,2026-02-17 17:04:48,Praise & Gratitude
Ardi Listiono,1,entah kenapa ada bug nya pas di pake nonton vidio (bukan nonton live) pas keluar apk masih ada suaranya jadi gua harus hapus terus download lagi dan yang bikin kaget apk bisa makan hampir 2gb an ram pantes hp gua yang biasanya lancar jadi lemot dan entah kenapa banyak user yang suka ragebait di tambah lagi banyak konten² gk berkualitas bertebaran dimana² jadi kesel sendiri pas buka tiktok tapi ya gimana lagi gk buka tiktok gabut buka tiktok malah kesel sendiri,2026-02-17 17:04:18,Technical Bug/Crash
Yusep K,2,"bagus sih menghibur, mles nya , koin jdi mahal,trus bnyak potongan² GK jlas . dah lah",2026-02-17 17:03:33,Monetization/Earning
Sukirno Kirno,5,saya sangat senang,2026-02-17 17:03:14,Praise & Gratitude
Yogidoy11,5,terhebat,2026-02-17 16:59:15,Unlabeled/Noise
Akun ML,1,mau nonton drama China aja harus bayar mahal pula tu dasar,2026-02-17 16:59:11,Unlabeled/Noise
Demmar Syam,5,mantap,2026-02-17 16:58:17,Praise & Gratitude
akun ml,1,tolonglaaaa aku gakuat liat fyp nyaa apaa gabisaa diganti sama video yang lucuu lcu kaya kucing masuk parit atau apalah jgn org bucin aja ya plis🙏🙏🙏,2026-02-17 16:56:18,Account Issue
Hasan Islam,5,world of fitness,2026-02-17 16:55:35,Unlabeled/Noise
Sp Rano,4,"tiktok punya saya tidaka ada potongan harga nya seperti orang' lain,udah di fresh tapi tetep ga muncul",2026-02-17 16:54:18,Monetization/Earning
putriayu,4,sediakan fitur hapus posting ulang yg simple dan bisa kehapus semua dongg,2026-02-17 16:53:00,Feature Complaint/Request
Ahnaf Pratama,1,min tolong ya kenapa HP ku pas nonton masi ada suara saun dari tik tok ya gk bisa ilang suaranya mohon perbaiki,2026-02-17 16:52:57,General Request/Complaint
Amelia Lia,3,"tiktok ini udah bagus,tapi kadang suka bug,tiba tiba keluar sendiri terus kalo mau login lama banget, tolong perbaiki ya",2026-02-17 16:52:11,Technical Bug/Crash
Muhammad Azka,5,seru dan menyenangkan,2026-02-17 16:51:04,Praise & Gratitude
Wulan Lestari,1,"kok saya buka komentar tik tok tidak ada koneksi internet,padahal internet saya nyala dan lancar kalau buka aplikasi lain,tolong perbaiki",2026-02-17 16:50:20,Feature Complaint/Request
Modinner Modinner,3,aku kurang suka karna ada orang jahat banyak di situ aku pernah di hujat jdi aku malas sama tiktok,2026-02-17 16:49:43,Praise & Gratitude
Gefani Aurelia,5,"baguss banget, untuk nonton hal' yang kreatif",2026-02-17 16:49:29,Praise & Gratitude
Revi Revialvarizi,5,tiktok ku kok gak ada tiktok shop nya dan gak bisa posting ulang,2026-02-17 16:47:41,Feature Complaint/Request
Nadine Zylena Tarigan,1,rate bintang 1 fyp nya gaasik dah gt ke send ke my friend JD GUE MALU ANJAII GA RECOMEND NI APP,2026-02-17 16:45:31,Praise & Gratitude
Rahman Sopian,5,tikotok mntaap,2026-02-17 16:45:18,Unlabeled/Noise
Zidan Cahya Saputra,4,"ini tiktok ku kok ga bisa pencet ""oke"" pas mau ganti pp.mana loading nya lama lagi. tolong perbaiki masalah ku ini. tambahan : video yg ku buat malah ga bisa di hapus atau nge aktifin komentar",2026-02-17 16:45:01,Performance Issue
Nafishanur Zihan,5,"jadi males main tt lelet banyak peraturan nya lemot kalo nontonlive gk bisa liat gambar nya , kalo mau ft vd dll dari kamera tt gk bisa gk ada gambar nya . jadi tolong perbaiki lagi",2026-02-17 16:38:18,Performance Issue
FAIZUL IZWAN PURWANTO,1,kebanyakan iklan,2026-02-17 16:38:03,Unlabeled/Noise
rá_mogu,2,"sbnrnya bgus"" aja cmn tiba"" nglag mlu ajg",2026-02-17 16:34:20,Performance Issue
Daffa Abadar,5,anjay selebb,2026-02-17 16:34:14,Unlabeled/Noise
Winda Lestari,5,saya sangat suka dengan aplikasi tiktok,2026-02-17 16:33:45,Praise & Gratitude
FRENKY FRENKY,5,aku tidak suka saat menginstal nya lama sekali tetapi tetap saya kasih bintang 5,2026-02-17 16:32:29,Praise & Gratitude
Karisma Rahmania,2,"ini aku mau nonton live gabisa jir, kaya nge delay tapi udah di tunggu lama banget tetep aja gabisa muncul gerakan/suara gitu, masuk live nya bisa cuma ya itu ga ada gerakan/suara kaya ngedelay jadinya bikin bt parah.",2026-02-17 16:32:07,Account Issue
Barokah okah Barokah okah,3,aplikasi nya lelet dan sering keluar tanpa sebab coba lah diperbaiki lagi,2026-02-17 16:31:19,Performance Issue
vaniyawidia531,3,"post vidio/foto selalu stuck di 30,95 jadi ga ke upload dan harus un instal dulu apk nya!! makin di update jadi banyak yang ga guna.",2026-02-17 16:30:16,Feature Complaint/Request
Na'im Mubarok,5,mantap,2026-02-17 16:25:47,Praise & Gratitude
Nur Aini,2,makin k sni makin gk jls amt sih chat biasa aja smpe gk bsa trkirim tolongg d prbaiki lah gk asyikk bngt chattingan biasa aja smpe ke detaik gk jls gtu trkcuali ada bhs jrok bru tuh pelanggarn🤦‍♀️🤦‍♀️,2026-02-17 16:23:24,General Request/Complaint
Budi Anto,5,Kalau update agak lama app nya kepakek sih tapi suka ngelag gitu,2026-02-17 16:22:26,Performance Issue
Fahmifaqihfaris,1,terlalu banyak up date... bikin akun tidak stabil...ku kasih bintang 1,2026-02-17 16:22:11,Account Issue
Mukmin,5,begitu banyak video yg seru dan menarik buat di tonton,2026-02-17 16:20:42,Praise & Gratitude
Diki Zulkarnaen,5,"aplikasinya sangat bagus, cocok untuk bikin konten. terimakasih tiktok",2026-02-17 16:18:21,Praise & Gratitude
MAV RIZ,5,"jaringan gangguan di tiktok, aku buka aplikasi youtube bagus lancar aja tolong gimana ini",2026-02-17 16:16:22,Praise & Gratitude
Naila Afika Rahma,4,"Bgs, tpi nge lag bgt, trs jg ad bug ga bisa liat komen, ngeselin bgt",2026-02-17 16:15:56,Technical Bug/Crash
Muhamad Ali,5,Mantap,2026-02-17 16:14:29,Praise & Gratitude
Aan san jaya,1,kenpa akun saya di blokir salama nya dan ini tidak bagusss aplikasi yang tidak membuat saya puas,2026-02-17 16:13:48,Account Issue
Anisa Barru,5,bisa nonton apa saja,2026-02-17 16:13:32,Unlabeled/Noise
Cecep Maulana,1,sangat buruk,2026-02-17 16:13:09,Unlabeled/Noise
Arka Akbatr,5,bagus banget,2026-02-17 16:12:28,Praise & Gratitude
Nahdathul Aulia123,5,bangus banget dan apa aja juga ada,2026-02-17 16:10:45,Unlabeled/Noise
Hasbi Ganteng,1,Leg terus padahal sinyal bagus,2026-02-17 16:07:57,Praise & Gratitude
Karan Ranzzjr,5,apk nya bagus karna bisa banyak buat akun,2026-02-17 16:07:49,Account Issue
Gordon Armstrong,2,tik tok ku kok ngbug kok ngleg si padahal jaringan bagus lo? gimana ni tiktok,2026-02-17 16:07:27,Technical Bug/Crash
Abyasa Prasetyo,1,"kenapa ada batas usia sihhh, lagian gw gk ngapa ngapain cuks",2026-02-17 16:06:07,Performance Issue
Aljihad,5,karna banyak orang yang tidak bisa di download secara gratis melalui akun Twitternya ini juga akan saya bahas,2026-02-17 16:06:00,Account Issue
Herman Suherman,5,ok,2026-02-17 16:05:05,Unlabeled/Noise
Saputra Saputra,4,Bug sering terjadi sperti fitur yang hilang lah dan lain lain sama berat dan ngeleg tapi gw kasih 4 bintang karena udah nemenin Hari hari gw setiap hari walaupun ada konten yang lumayan menjijikan dan melanggar aturan,2026-02-17 16:03:46,Technical Bug/Crash
dadan darmawan,5,ok,2026-02-17 16:02:06,Unlabeled/Noise
Modal Dongg,5,bgus sekali😍😍😘,2026-02-17 16:00:40,Unlabeled/Noise
Seha Rahmawati,5,cuka banget iii,2026-02-17 15:52:48,Unlabeled/Noise
Akhdan Hiliar,1,"saya direkomendasikan barang barang aneh di tik tok shop, aneh nya saat saya memberi tanggapan ke rekomendasi nya masih muncul terus min... dan setelah saya menginstal dan uninstall aplikasi nya masih muncul aja barang barang aneh itu. gimana ini woi!!!",2026-02-17 15:51:24,Feature Complaint/Request
Syaf Syaf,5,"setiap hari dan dimanapun aku selalu sroll tiktok di HP ku, kayak menurutku aplikasi utama di HP ku itu tiktok kayak seru aja gitu maininnya",2026-02-17 15:51:19,Praise & Gratitude
Meilinda Bratajaya,1,akun saya kena pelanggaran panduan komunikasi,2026-02-17 15:49:34,Account Issue
Tzy Team,5,bagus seng ngomong jelek hamaaa,2026-02-17 15:49:15,Praise & Gratitude
Muhammad Wawan,1,mengkeruk,2026-02-17 15:48:38,Unlabeled/Noise
Melsa Rosmayani,5,bagus bgtt,2026-02-17 15:45:32,Praise & Gratitude
Fitri Anggita,3,"apaann bgt ini gabisa dibuat login akun krna jaringannya yang ga stabil padahal wifi lancar"" aja dipake scroll sosmed sebelah juga aman aja kenapa yaa mohon bntuannya udah di uninstall trs download lagi smpk hp aku muat ulang tetep aja",2026-02-17 15:44:49,Account Issue
Rafardhan Arsyilla,5,good,2026-02-17 15:43:36,Unlabeled/Noise
Sunarti Nia,1,kurang bagus,2026-02-17 15:43:15,Praise & Gratitude
Nurgita Tjan,1,"ngeselin banget si bikin mood nonton ilang deh ahhhh, orng lagi nonton tiba¹ masuk tiktok, maksudnya apa ya? tolong di perbaiki ya🤬",2026-02-17 15:43:04,Account Issue
Abdurrahman,4,bagus cuman kadang suka tiba tiba keluar dan gak tau kenapa padahal jaringannya bagus loh tapi ngelek bgt,2026-02-17 15:40:47,Praise & Gratitude
kendot gaming,5,ooh la-la-la😍😍,2026-02-17 15:39:55,Unlabeled/Noise
azka aldricsyam,1,dasar tiktok tolol aku coba Al aja gak bisa maunya apasih tiktok jelek ini,2026-02-17 15:38:08,General Request/Complaint
Sahrim Lubis,5,Sangat bagus,2026-02-17 15:37:57,Praise & Gratitude
beril beril,5,mantap,2026-02-17 15:33:02,Praise & Gratitude
Sutrisno Tris,1,pas mau buat Velocity terus pas mau di edit malah kelap kelip terus lagunya sama aku nya malah duluan lagunya padahal pas Velocity pas banget eh malah pas di edet kayak gitu kecewa banget,2026-02-17 15:32:28,Performance Issue
adam evander,1,kena pembatasan umur terus udah aju banding di acc hari berikutnya kena lagi GK konsisten harusnya klu udah feriv jngn kena pembatasan usia Mulu cape aku banding di acc diban di acc diban gjls,2026-02-17 15:32:12,Performance Issue
Wahyudi Yudi,5,keren,2026-02-17 15:31:53,Unlabeled/Noise
Nesa Fasha,1,"suka greget, abis di banned gegara katanya di bawah umur padahal uda cukup umur.",2026-02-17 15:31:36,Account Issue
Aliya Khusna,1,APLIKASI BERMASALAH BENERIN DULU SANA,2026-02-17 15:28:40,Account Issue
Ijal Aditya,5,okee lahh,2026-02-17 15:28:31,Unlabeled/Noise
ROMALDUS JAGA ATAWUA (Aldus Atawua),5,ok,2026-02-17 15:28:09,Unlabeled/Noise
Ujang Ruhimat,2,udah mah mb an nya gede sering bug sama suka gak ada fitur potongan harga udah beberapa kali update juga,2026-02-17 15:20:48,Technical Bug/Crash
rosa rosmalina,2,"tiktok aku sekarang ngebug parah pls, udh gabisa login, buka komen dll, keteranganya karena gada internet padahal wifi lancar banget. mohon diperbaiki pls..",2026-02-17 15:20:44,Technical Bug/Crash
Resya Jusan,1,"jelek bgt kdng suka ngebug, saya mau upload foto geser malah video,mana gk ada cara buat dia jadi foto geser",2026-02-17 15:19:39,Technical Bug/Crash
talita ag,5,bagus,2026-02-17 15:15:17,Praise & Gratitude
Dewi azzara,2,menurut aku tiktok makin lama diupdet sering bug leg memakan ruang penyimpanan sebesar 1 GB apalgi ram andro yg kecil dibwh 4,2026-02-17 15:14:52,Technical Bug/Crash
Siti Apipah,5,tanpa ttk dunia serasa hampa,2026-02-17 15:11:42,Unlabeled/Noise
Siti Nursuadah,4,kenapa sih akun aku harus di blokir padahal follower nya udah banyak yang like nya udah rebuan kenapa harus di blokkkkkk,2026-02-17 15:07:09,Account Issue
m. rizki,5,sangat asik,2026-02-17 15:02:18,Praise & Gratitude
Gisa Ani,4,seru,2026-02-17 15:02:01,Praise & Gratitude
SENIADY adi,4,"Loading atau membuka aplikasi terlalu lama.?,",2026-02-17 15:01:07,Performance Issue
Putri Alyaa,1,MAKIN GAJELAS AJA NI APK,2026-02-17 15:00:41,General Request/Complaint
Samuel Siagian,4,banyak monyet,2026-02-17 14:55:58,Unlabeled/Noise
Ais Garuda,5,sejauh ini bermanfaat,2026-02-17 14:55:40,Unlabeled/Noise
Muhammad Padly,1,"banyak berisi konten"" bodoh yg menyesatkan.",2026-02-17 14:53:39,Unlabeled/Noise
Fidelisbertrand Miguel,2,kok gk bisa bikin story panjang ya sekarang sekarng cuma bisa 10detik padahal dulu bisa lebih jadi bikin,2026-02-17 14:52:24,Unlabeled/Noise
ketuamafia_ 23,1,"perbaiki lagi dungs maaf,mulai dari vidio suka brnti brnti terus terus duka balik ke layar terus ...bug atau gmn...terus kalo nonton live suka ada bug juga..perbaiki dong.ini mh ccok buat bntg satu jink😹😹",2026-02-17 14:52:08,Technical Bug/Crash
Deni Andrianto,1,saya tidak bisa mendownload aplikasi tiktok inii masa dari tadi tidak bisa sihhh gimana laaahhhhh,2026-02-17 14:50:28,Unlabeled/Noise
fatimah azzahra,5,apk sangat bagusss tapi agak bag,2026-02-17 14:49:09,Praise & Gratitude
guntur putra,5,Mantappp ....terbaik...tambah kan lagi filter nya🤣👍🙏,2026-02-17 14:48:52,Performance Issue
Syanti Sabaria,5,bintang lima tpi ku bukan ancaman,2026-02-17 14:46:25,Unlabeled/Noise
Enda maulana Enda,2,karna akun gua di PL gua kasi bintang 2baja kecuali di balikin akun gua baru gua kasi bintang 5,2026-02-17 14:45:28,Account Issue
zhafira zahraa,5,gen z mah ke sini,2026-02-17 14:38:47,Unlabeled/Noise
Waris yusniar,5,good,2026-02-17 14:38:12,Unlabeled/Noise
didik hariyanto,3,event potong harga udah 100% kok ga bsa di CO sih ... udah capek share ga bsa di CO,2026-02-17 14:37:40,Monetization/Earning
Rhoby Saprudin,1,APK SAMPAH,2026-02-17 14:37:23,General Request/Complaint
Sal biie,2,gajelas ini gada potongan harga diakun guaaaaa,2026-02-17 14:34:47,Account Issue
andi sopandi,5,aku ketagihan nonton tik tok plis,2026-02-17 14:32:49,Unlabeled/Noise
Okta Via,5,suka banget sama aplikasi satu inii,2026-02-17 14:30:08,Praise & Gratitude
Novi12 Novi,4,suka bgt aku mau jadi konten kreator di follow ya namanya najwardas okey bby,2026-02-17 14:29:38,Praise & Gratitude
sugiarto,5,tiktok sangat seru,2026-02-17 14:28:37,Praise & Gratitude
Muahammad Alim,5,sngat manrik,2026-02-17 14:28:10,Unlabeled/Noise
Sahrul Yarfah,5,seruu di tonton,2026-02-17 14:28:09,Praise & Gratitude
Imam Wahyudi,4,ok,2026-02-17 14:27:53,Unlabeled/Noise
Apip Firahmanda,1,"tiktok monyet masa iya nge lag sinyalnya,gabisa buka komen sama segala macem",2026-02-17 14:25:08,Performance Issue
Silvia Nica,4,tiktok aplikasi yang selalu ada di setiap henpon itupun mungkin tapi kalau aku bikin akun tuh selalu kena Ben,2026-02-17 14:24:01,Account Issue
Aldi Setiawan,4,aku suka sekali dengan tiktok,2026-02-17 14:23:30,Praise & Gratitude
Meitha Rahmayanti,3,"apk nya sekarang ngeleg bgt, padahal jaringan bagus tapi tiap buka tiktok gaada jaringan terus, udah di hapus cache juga masih tetep kaya gitu, buka komenan ga bisa, buka postingan temen juga gabisa, ngeleg parahhh!!!",2026-02-17 14:23:15,Performance Issue
Rikyadtama Rikyadtama,1,tidak bisa dipakai lagi,2026-02-17 14:22:51,Performance Issue
Angga Pamungkas Edu,2,"tiktok video kenapa tidak compatible LG dg hp saya sebelumnya lancar"" saja mau di-update TDK muncul updatenya mohon admin apk tiktok utk memperbaiki ini",2026-02-17 14:20:34,Feature Complaint/Request
Tasya Amelia,4,"kenapa di aku nggak ada tulisan potongan harga, padahal udah update+menjalankan perintah agar bisa membuka nya",2026-02-17 14:20:31,Feature Complaint/Request
Indipriyanto,1,"tiktok stres gw komen biasa aja juga malah kena batasan komen katanya spam, 3 akun gw kena pembatasan anjirlah , jadi kaga bisa komen semuanya",2026-02-17 14:19:47,Account Issue
yessica nazivalia,3,di saya kok gaada fitur potongan harga ya min,2026-02-17 14:19:28,Feature Complaint/Request
Saindah Indah,5,aku suka banget tiktok karna aku bisa jualan di tiktok vidio- shop daftar jadi affiliate dapet komisi pokok nya keren,2026-02-17 14:18:50,Account Issue
Yan n,2,terlalu banyak iklan judi online,2026-02-17 14:17:01,Unlabeled/Noise
Hasan Aqil,1,kok GK ada keranjang kuning,2026-02-17 14:16:33,Feature Complaint/Request
Atang Suryana,5,Bagus banget,2026-02-17 14:16:22,Praise & Gratitude
Antoni,5,bagus,2026-02-17 14:15:02,Praise & Gratitude
Erni 15,5,"bagus juga aplikasi ini,,,, saya suka,,,,,bisa ber sosialisasi bersama orang,,,,,saya kasih 5 bintang,,, ayo main tiktok,,,👍",2026-02-17 14:13:14,Praise & Gratitude
Tangguh Xavi,5,bagi developer tiktok tolong tambahkan fitur seperti yutub seperti melihat video lawas jadi ga usah susah2 scroll dan fitur itu bisa buat liat konten lama dari seorang creator atau video yang kita like/favorit atau posting ulang semoga dibaca dan ditambah fiturnya biar bisa liat video kenang2 ngan,2026-02-17 14:11:21,Feature Complaint/Request
Nanda Setya,5,Cara cepetin Vidio ditiktok gmn woyyyy,2026-02-17 14:10:53,Unlabeled/Noise
Nisaa Sabyan,2,ga ada tata letaknya,2026-02-17 14:09:07,Unlabeled/Noise
Lintiani Tinti,3,Sy bingung ko GK ada livenya tiktok sy,2026-02-17 14:07:37,Unlabeled/Noise
Sri Handayani,5,saya suka sekali banyak tontonan yang lucu dan menarik dan tidak ada iklan,2026-02-17 14:04:05,Praise & Gratitude
Baran Pradipta6,1,karna ngeblokir akun saya,2026-02-17 14:01:26,Account Issue
Konterjawa 2025,5,seru banget,2026-02-17 14:01:16,Praise & Gratitude
LupitaRm,5,"udh bagus si tapi knp tiap event potong harga gaada trs di akunku, pdhl persyaratannya juga udh dipenuhi",2026-02-17 13:59:21,Account Issue
Cristabel Sembiring,2,"I hope you don't get too sensitive and if possible, please return my account, my name is lovingfall larna, that account is very important for me and I hope in the future it will be sensitive and there will be no bugs",2026-02-17 13:59:06,Technical Bug/Crash
roni,1,aplikasi kikir,2026-02-17 13:58:10,Unlabeled/Noise
wahyu Adi Nugroho,5,"Tiktok keren banget, banyak hal baru serta kesempatan untuk selalu berkembang baik dari segi kreatifitas maupun layanan, bagi yang sudah stay maupun yang baru in, saya rasa sangat mudah untuk penggunaan fitur-fiturnya.",2026-02-17 13:56:25,Feature Complaint/Request
Adtya Mengkull,2,"kenapa ya tiktok sering mogok pdhl hp nya ga kentank"" amat, trs ada tulisan ""tiktok mogok karena masalahnya sendiri""",2026-02-17 13:54:41,Unlabeled/Noise
Rakean Dewa,1,BALIKIN AKUN GUAH MIMIN!! PLIS PLIS😭😭😭,2026-02-17 13:54:26,Account Issue
adit nanas,1,ga di kasi potongan harga,2026-02-17 13:53:47,Monetization/Earning
Lia Fatimah,5,bagus,2026-02-17 13:53:09,Praise & Gratitude
Der Dor,5,sangat puaa,2026-02-17 13:52:45,Unlabeled/Noise
khoirunnisa Septiyani,1,pemainnya pada afk,2026-02-17 13:52:05,Unlabeled/Noise
Herman,5,bagus banget,2026-02-17 13:52:00,Praise & Gratitude
Ayundha Awindha Aprilia,1,"honestly aku udah pake tiktok lama bgt, dan ya bagus bagus aja, but ini kok pas aku download ulang akun ku literally chatnya ilang semua? dan tampilannya malah kyk tiktok lite padahal download nya tiktok biasa. dan pas sebelum aku download ulang itu akun ku malah gabisa buka komentar di setiap video manapun dan aku gabisa pindah akun. katanya gara gara masalah internet tapi internet ku aman aman aja dan anggota keluarga ku juga bisa bisa aja tuh internetnya. gimana sih ini tiktok gajelas bgt dh.",2026-02-17 13:49:04,Account Issue
Munawaroh Anggraini,1,Tidak bisa hapus video dengan kerjang kuning,2026-02-17 13:45:23,Unlabeled/Noise
Cahya Naff,4,hiburan cuan,2026-02-17 13:43:04,Unlabeled/Noise
kopra Kopra,4,kenapa masuk di tik tok lama sekali,2026-02-17 13:42:05,Account Issue
Nawaf hasby hilmi Hilmi,4,bagus tapi live saya di ilang in kenapa nya,2026-02-17 13:41:54,Praise & Gratitude
Andri Krisnar,3,"tolong hilangkan bug saat memakai filter ny ya, layar ny menjadi itam, muka saya juga jdi hitam, itu sngt membuat saya tidak nyaman.",2026-02-17 13:40:45,Technical Bug/Crash
Febiola KhoirunNisa,1,saat mau download lama,2026-02-17 13:40:40,Unlabeled/Noise
Rinang Santosa,2,kadang kadang kalau di download lama,2026-02-17 13:40:38,Unlabeled/Noise
Dian Oktavia,5,pengikut tiktok makin menurun GK kayak pertamanya,2026-02-17 13:40:38,Unlabeled/Noise
Baskon,5,5 bintang ijin masuk klu bgus,2026-02-17 13:40:05,Account Issue
Yasmine Azzahraa06,5,kuranngin iklannya ya,2026-02-17 13:39:38,Unlabeled/Noise
chikaaprianti Chika,1,d aku ko gak ada keranjang nya d perbaharui susha,2026-02-17 13:36:39,Feature Complaint/Request
iffa astila rahma,5,bagus,2026-02-17 13:34:07,Praise & Gratitude
Riski Raditia paratama,5,mantap,2026-02-17 13:33:34,Praise & Gratitude
FOURTEEN 14,1,"jangan di download, mau buat video aja malah diisukan vidio kita padahal gak ada sama sekali unsur gak cipta",2026-02-17 13:32:41,Praise & Gratitude
Siti muslikah Ikha,5,"halo kak, kenapa tiktok shop GK ada ya",2026-02-17 13:31:56,Feature Complaint/Request
Diki Saputra,4,👍,2026-02-17 13:30:55,Unlabeled/Noise
Astri Neng,5,Bagus,2026-02-17 13:30:23,Praise & Gratitude
Amri Sadewa,1,"percuma main tiktok.. pelanggaran nya tidak jelas ... dikit kena pelanggaran, gak ngpain2 pun kena pelanggaran.. aplikasi eror",2026-02-17 13:29:50,Unlabeled/Noise
Faeyza Risqi,5,sangat membanty dan terhibur,2026-02-17 13:29:30,Unlabeled/Noise
Yogi Hero,5,Apk ini penting untuk nonton,2026-02-17 13:28:48,Unlabeled/Noise
Salsa Putri,5,baus baguss bangett bangett udah makek apk ini dari THN 2019,2026-02-17 13:28:30,Praise & Gratitude
Mulida,5,aku senang karena ada tiktok,2026-02-17 13:28:02,Praise & Gratitude
Janatun Alipa,1,ndk ada posting ulang nya,2026-02-17 13:27:38,Unlabeled/Noise
Fann the kidss,1,makin kesini makin sering ngebug sumpah,2026-02-17 13:26:56,Technical Bug/Crash
Asfa Syabani,3,"teruntuk developer nya tolong dong ini tiktoknya bawa GB banget, pantesan aja hp ku makin lag di pake, ternyata tiktok yg bikin hp ku jdi lag perbaiki lagi pliss🙏💗💗",2026-02-17 13:26:26,Performance Issue
Talita Tata,5,ini aplikasi bagus tapi lemot,2026-02-17 13:26:25,Performance Issue
John Produce Empat,4,terjadi error pada map lacak paket.. mohon segera di perbaiki,2026-02-17 13:26:21,Technical Bug/Crash
mutiii,5,Alhamdulillah sudah kembali akun saya.,2026-02-17 13:26:04,Account Issue
Rusyidah 03,1,tiktok pilih kasihhh,2026-02-17 13:25:43,Unlabeled/Noise
Raziq Wensyahputra,1,tiba tiba ga bisa scroll wifi lancar memori ga penuh ram 8 ga tau napa gj heg ga ada,2026-02-17 13:25:41,Feature Complaint/Request
Nurul Wilden,5,saya b8sa bertemu atau chatan sama teman tanpa WhatsApp,2026-02-17 13:25:34,Unlabeled/Noise
Adit Ya,5,adek ku kecanduan tiktok tapi lihat yang aneh aneh 18±,2026-02-17 13:25:03,Unlabeled/Noise
Army Bos,5,sangat bermanfaat,2026-02-17 13:25:02,Unlabeled/Noise
Faiza Alya,1,lagi dan lagi gw masuk ke akun lama gue/buat akun baru gw balik lagiiiiiiiiiii jadi gak punya akun.Woyy gimana ini😡😠😠,2026-02-17 13:22:55,Account Issue
Ratih Triwulanndari,5,Kusuka Tiktok 😍😍,2026-02-17 13:22:00,Praise & Gratitude
yanto paredes,1,malas dengan pembatasan usia masa sih harus 18+ baru bisa live,2026-02-17 13:21:06,Unlabeled/Noise
Wiwi supriatin Wiwi,2,ngebug jaringan padahal jaringan cepet malah ngebug jaringan aneh gimana mau laporin masalah orang ngebug jaringan,2026-02-17 13:20:07,Technical Bug/Crash
Hilton Samosir,2,kenapa akun tiktok saya rusak ga bisa ambil gody bag lagi atau zonk mulu pdhl beberapa hari lalu tidak begitu,2026-02-17 13:18:36,Account Issue
Dea,5,bagus,2026-02-17 13:18:19,Praise & Gratitude
Nanas Agustina,5,"kenapa nggk bisa buka komen,, udh dari kemarin komenan nggk bisa dibuka, nggk bisa follow,, nggk bisa buka video kiriman,, chace udh dihapus,udh log out log in, udh download ulang,udh restart hp, tetep nggk bisa juga, tolong......",2026-02-17 13:18:15,Feature Complaint/Request
Sugg Eng,5,sugeng,2026-02-17 13:16:23,Unlabeled/Noise
Samani Kucing611,1,coba aplikasi ini ga ber pungsi,2026-02-17 13:11:39,Unlabeled/Noise
